"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-01","1962","01","-13.7","","-26.5","","-20.1","","2.8","","-37.2","S","0.0","T","35.8","","22.1","","51","","36","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-02","1962","02","-13.8","","-25.3","","-19.6","","2.8","","-37.8","","0.3","","50.0","","39.9","","61","","2","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-03","1962","03","-2.7","","-13.1","","-7.9","","4.4","","-37.8","","2.0","","33.0","","30.2","","28","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-04","1962","04","5.8","","-5.3","","0.3","","23.3","","-18.3","","7.4","","13.7","","17.0","","0","","16","","90",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-05","1962","05","16.4","","5.3","","10.9","","25.0","","-1.7","","131.6","","0.8","","132.3","","0","","27","","92",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-06","1962","06","24.3","","12.4","","18.4","","32.8","","2.8","","53.6","","0.0","","53.6","","0","","16","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-07","1962","07","24.4","","12.9","","18.7","","28.9","","7.8","","155.2","","0.0","","155.2","","0","","32","","82",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-08","1962","08","24.2","","12.7","","18.5","","30.6","","6.7","S","173.5","","0.0","","173.5","","0","","29","","103",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-09","1962","09","18.2","","6.1","","12.2","","28.3","","-2.2","","15.7","","0.0","","15.7","","0","","16","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-10","1962","10","14.1","","2.2","","8.2","","24.4","S","-7.2","","14.5","","4.1","","18.5","","0","","32","","101","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-11","1962","11","2.1","","-5.2","","-1.6","","9.4","","-12.8","","36.1","","21.3","","54.6","","3","","32","","92",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1962-12","1962","12","-7.5","","-16.7","","-12.1","","5.0","","-28.3","","0.8","","10.9","","10.7","","5","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-01","1963","01","-15.7","","-24.8","","-20.3","","3.9","","-35.6","","0.5","","8.9","","6.6","","5","","18","","69",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-02","1963","02","-11.1","","-22.4","","-16.8","","7.2","","-31.7","S","2.5","","36.3","","29.5","","15","","32","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-03","1963","03","1.2","","-12.1","","-5.5","","18.9","","-28.9","","0.0","T","30.7","","18.5","","0","","29","","92",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-04","1963","04","10.8","","-1.0","","4.9","","22.2","","-8.9","","89.7","","0.8","","90.4","","0","","36","","106",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-05","1963","05","16.4","","3.4","","9.9","","31.1","","-5.6","","60.5","","4.8","","65.8","","0","","36","","95",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-06","1963","06","24.6","","13.4","","19.0","","31.7","","5.6","S","87.1","","0.0","","87.1","","0","","16","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-07","1963","07","28.0","","15.6","","21.8","","33.9","","8.3","","53.8","","0.0","","53.8","","0","","23","","100",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-08","1963","08","26.1","","13.0","","19.6","","32.2","S","6.1","","53.1","","0.0","","53.1","","0","","16","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-09","1963","09","21.9","","7.3","","14.6","","31.1","S","0.6","","16.0","","0.0","","16.0","","0","","5","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-10","1963","10","19.5","","6.1","","12.8","","27.8","","-4.4","","20.1","","0.0","","20.1","","0","","27","","79",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-11","1963","11","3.6","","-6.6","","-1.5","","13.9","","-21.1","","3.3","","13.2","","14.7","","5","","14","","80",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1963-12","1963","12","-11.6","","-20.7","","-16.2","","3.9","","-34.4","","0.0","T","31.8","","26.7","","25","","36","","64",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-01","1964","01","-9.2","","-19.9","","-14.6","","3.9","","-35.6","","1.5","","19.6","","16.8","","23","","18","","64",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-02","1964","02","-6.3","","-19.2","","-12.8","","3.3","S","-31.1","","0.0","","5.6","","5.1","","13","","36","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-03","1964","03","-5.4","","-18.6","","-12.0","","6.7","","-29.4","","1.0","","55.1","","50.3","","46","","36","","93",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-04","1964","04","10.2","","-0.6","","4.8","","23.9","","-7.8","S","29.2","","22.1","","54.4","","0","","36","","103",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-05","1964","05","19.7","","5.1","","12.4","","36.1","","-4.4","","34.0","","0.0","","34.0","","0","","23","","98",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-06","1964","06","21.9","","8.6","","15.3","","33.3","","-3.3","","119.1","","0.0","","119.1","","0","","25","","85",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-07","1964","07","27.0","","14.4","","20.7","","32.8","","6.7","","22.4","","0.0","","22.4","","0","","34","","97",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-08","1964","08","22.7","","10.3","","16.5","","36.7","","2.8","","71.1","","0.0","","71.1","","0","","36","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-09","1964","09","17.6","","4.4","","11.0","","27.8","","-5.0","","34.5","","0.0","","34.5","","0","","29","","80","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-10","1964","10","12.4","","0.6","","6.5","","28.3","","-7.8","","5.8","","0.0","T","5.8","","0","","27","","101",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-11","1964","11","0.2","","-9.1","","-4.5","","13.9","","-28.9","","2.3","","19.8","","15.7","","15","","32","","64","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1964-12","1964","12","-13.3","","-24.1","","-18.7","","-2.2","","-36.1","","0.0","T","45.5","","30.5","","30","","14","","71","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-01","1965","01","-15.9","","-27.2","","-21.6","","-1.7","S","-35.0","S","0.0","T","9.9","","5.6","","36","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-02","1965","02","-12.2","","-23.4","","-17.8","","3.9","","-33.9","","0.3","","19.8","","14.0","","41","","32","","129",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-03","1965","03","-7.7","","-19.8","","-13.8","","1.1","","-29.4","S","0.0","T","18.3","","13.5","","33","","34","","58","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-04","1965","04","7.9","","-1.2","","3.4","","24.4","","-7.2","","44.5","","23.1","","64.8","","0","","34","","74",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-05","1965","05","16.9","","3.6","","10.3","","30.6","","-6.1","","90.4","","1.3","","91.4","","0","","16","","95",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-06","1965","06","23.3","","10.4","","16.9","","28.3","","2.2","","60.2","","0.0","","60.2","","0","","18","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-07","1965","07","24.1","","11.9","","18.0","","29.4","","5.0","","80.0","","0.0","","80.0","","0","","32","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-08","1965","08","24.5","","10.1","","17.3","","35.6","","0.6","","34.5","","0.0","","34.5","","0","","34","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-09","1965","09","13.6","","2.4","","8.0","","22.2","","-7.2","","64.8","","0.0","T","64.8","","0","","32","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-10","1965","10","13.3","","0.8","","7.1","","21.7","","-6.7","","14.5","","0.0","","14.5","","0","","32","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-11","1965","11","-2.1","","-12.6","","-7.4","","15.6","","-21.1","","0.0","T","60.2","","44.2","","46","","32","","82",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1965-12","1965","12","-5.3","","-14.6","","-10.0","","5.6","","-27.2","S","0.0","T","44.7","","38.4","","48","","18","","85",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-01","1966","01","-21.1","","-32.2","","-26.7","","-10.0","","-42.2","","0.0","","12.4","","9.4","","58","","32","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-02","1966","02","-12.5","","-25.3","","-18.9","","1.7","","-45.0","","0.0","T","13.7","","10.4","","33","","18","","61","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-03","1966","03","-0.6","","-10.5","","-5.6","","8.9","","-27.2","","0.5","","40.4","","40.9","","5","","36","","113",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-04","1966","04","5.7","","-3.3","","1.2","","17.8","","-9.4","","11.2","","37.1","","47.0","","10","","27","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-05","1966","05","14.9","","2.7","","8.8","","29.4","","-10.6","","35.6","","4.1","","38.1","","0","","18","","80",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-06","1966","06","23.9","","10.9","","17.4","","34.4","","1.7","","35.8","","0.0","","35.8","","0","","9","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-07","1966","07","26.5","","14.9","","20.7","","32.2","","10.6","","85.9","","0.0","","85.9","","0","","29","","74",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-08","1966","08","24.7","","11.1","","17.9","","33.9","","5.6","","105.2","","0.0","","105.2","","0","","29","","82",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-09","1966","09","20.5","","6.6","","13.6","","28.3","","-1.7","","18.0","","0.0","","18.0","","0","","29","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-10","1966","10","10.7","","-0.6","","5.1","","26.1","","-11.7","","16.8","","4.8","","21.6","","0","","29","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-11","1966","11","-4.6","","-15.1","","-9.9","","2.8","","-26.7","","4.6","","23.6","","26.2","","8","","18","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1966-12","1966","12","-10.5","","-20.8","","-15.7","","0.6","S","-31.7","","0.5","","21.1","","21.1","","25","","32","","80",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-01","1967","01","-11.9","","-22.7","","-17.3","","0.6","","-35.6","","0.0","T","23.4","","20.6","","41","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-02","1967","02","-14.6","","-27.6","","-21.1","","3.3","","-38.9","S","0.0","T","10.4","","9.4","","46","","18","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-03","1967","03","-2.7","","-14.8","","-8.8","","17.2","","-29.4","","0.0","T","20.8","","17.5","","3","","18","","97",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-04","1967","04","5.7","","-4.9","","0.4","","16.1","","-22.2","","56.9","","19.8","","72.6","","0","","32","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-05","1967","05","14.9","","1.1","","8.0","","27.8","","-10.6","","5.6","","23.1","","28.2","","0","","2","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-06","1967","06","23.0","","8.7","","15.9","","29.4","S","0.6","","50.3","","0.0","","50.3","","0","","29","","127",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-07","1967","07","25.7","","11.8","","18.8","","34.4","S","4.4","S","111.0","","0.0","","111.0","","0","","20","","100",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-08","1967","08","25.1","","9.9","","17.5","","34.4","","2.8","","57.2","","0.0","","57.2","","0","","34","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-09","1967","09","22.9","","8.3","","15.6","","31.1","","-3.3","","22.6","","0.0","","22.6","","0","","18","","98",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-10","1967","10","8.8","","0.0","","4.4","","22.8","","-6.7","S","37.8","","7.4","","45.2","","3","","18","","93",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-11","1967","11","-0.1","","-7.2","","-3.7","","9.4","","-21.7","","3.0","","13.0","","14.7","","5","","18","","79",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1967-12","1967","12","-7.9","","-15.6","","-11.8","","5.6","","-37.8","","2.5","","21.6","","21.1","","15","","32","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-01","1968","01","-12.9","","-23.8","","-18.4","","3.3","S","-40.6","S","1.5","","23.9","","21.3","","20","","18","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-02","1968","02","-11.5","","-23.0","","-17.3","","0.0","","-33.9","","0.0","T","6.4","","4.8","","18","","34","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-03","1968","03","1.9","","-9.5","","-3.8","","14.4","","-26.1","","3.8","","11.2","","13.2","","0","","36","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-04","1968","04","10.6","","-2.9","","3.9","","25.0","","-12.8","","26.2","","6.4","","32.3","","0","","18","","85",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-05","1968","05","15.9","","2.8","","9.4","","28.9","","-8.3","","89.7","","8.9","","99.1","","0","","36","","82",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-06","1968","06","21.6","","9.1","","15.4","","32.8","","2.8","","82.8","","0.0","","82.8","","0","","23","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-07","1968","07","23.9","","11.3","","17.6","","32.2","","3.3","","143.8","","0.0","","143.8","","0","","25","","106",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-08","1968","08","20.6","","10.4","","15.5","","27.8","","2.2","","143.0","","0.0","","143.0","","0","","36","","69",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-09","1968","09","19.3","","8.0","","13.7","","28.9","","2.8","S","58.7","","0.0","","58.7","","0","","16","","64",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-10","1968","10","10.5","","0.8","","5.7","","20.0","","-5.6","","37.1","","2.8","","40.4","","0","","36","","80",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-11","1968","11","1.4","","-6.2","","-2.4","","9.4","","-18.3","S","0.0","T","5.3","","3.8","","0","","18","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1968-12","1968","12","-10.2","","-19.3","","-14.8","","2.2","","-33.3","","0.0","","10.9","","8.9","","5","","32","","84",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-01","1969","01","-16.4","","-27.4","","-21.9","","-2.2","S","-37.8","","0.0","T","54.4","","47.5","","48","","34","","63",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-02","1969","02","-8.7","","-19.1","","-13.9","","1.1","","-37.2","","0.0","T","10.9","","8.6","","25","","32","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-03","1969","03","-4.9","","-16.6","","-10.8","","2.8","","-26.1","","0.0","T","10.9","","9.9","","15","","36","","63",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-04","1969","04","12.4","","-0.7","","5.9","","21.1","","-17.8","","25.4","","0.0","T","25.4","","0","","18","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-05","1969","05","17.2","","3.7","","10.5","","32.8","","-3.9","","76.7","","0.0","T","76.7","","0","","34","","106",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-06","1969","06","18.4","","5.9","","12.2","","26.7","","-1.7","","104.6","","0.3","","104.9","","0","","2","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-07","1969","07","24.2","","12.8","","18.5","","34.4","","7.2","S","101.3","","0.0","","101.3","","0","","34","","60",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-08","1969","08","27.3","","14.4","","20.9","","36.7","","6.7","","57.2","","0.0","","57.2","","0","","29","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-09","1969","09","18.7","","6.7","","12.7","","29.4","","-2.8","","61.0","","0.0","","61.0","","0","","18","","71","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-10","1969","10","6.1","","-1.2","","2.5","","13.3","S","-8.3","S","21.3","","6.9","","27.2","","0","","32","","60",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-11","1969","11","1.2","","-7.8","","-3.3","","14.4","","-18.9","","0.3","","11.7","","9.4","","3","","32","","68","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1969-12","1969","12","-6.2","","-14.2","","-10.2","","8.3","","-27.2","","0.0","T","26.2","","18.8","","13","","32","","60",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-01","1970","01","-14.8","","-25.1","","-20.0","","-1.7","","-38.3","","0.0","T","32.3","","22.9","","23","","18","","56","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-02","1970","02","-9.9","","-22.4","","-16.2","","4.4","","-32.8","","0.0","","16.5","","15.0","","15","","16","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-03","1970","03","-6.4","","-19.7","","-13.1","","2.2","","-31.1","","0.0","T","30.5","","27.4","","23","","18","","53","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-04","1970","04","5.4","","-2.6","","1.4","","14.4","S","-21.7","","18.3","","35.1","","65.3","","0","","29","","100",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-05","1970","05","15.2","","3.4","","9.3","","31.1","","-5.6","","86.1","","0.5","","86.6","","0","","34","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-06","1970","06","25.6","","12.2","","18.9","","36.1","","4.4","","50.5","","0.0","","50.5","","0","","34","","64",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-07","1970","07","26.6","","14.4","","20.5","","33.9","","7.8","","69.6","","0.0","","69.6","","0","","20","","85",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-08","1970","08","26.3","","11.4","","18.9","","35.6","","3.9","","74.9","","0.0","","74.9","","0","","18","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-09","1970","09","19.1","","6.6","","12.9","","32.2","","-1.7","S","112.0","","0.0","","112.0","","0","","36","","89",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-10","1970","10","11.2","","0.8","","6.0","","20.0","S","-6.7","","22.4","","4.3","","26.7","","0","","32","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-11","1970","11","-0.7","","-8.8","","-4.8","","11.7","","-23.3","S","14.2","","16.8","","26.7","","5","","18","","87",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1970-12","1970","12","-12.3","","-22.3","","-17.3","","0.0","","-33.9","S","2.5","","27.7","","23.4","","20","","32","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-01","1971","01","-17.8","","-27.2","","-22.5","","-3.3","","-36.1","","0.0","","15.2","","10.7","","20","","18","","79",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-02","1971","02","-8.4","","-19.3","","-13.9","","3.9","","-32.8","S","0.3","","6.4","","4.6","","13","","18","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-03","1971","03","-1.5","","-12.0","","-6.8","","5.6","","-23.3","","7.4","","36.8","","43.7","","3","","18","","66","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-04","1971","04","8.7","","-2.2","","3.3","","20.0","","-16.7","S","45.0","","16.3","","60.2","","3","","27","","80",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-05","1971","05","18.2","","2.0","","10.1","","27.2","S","-3.3","","47.0","","0.0","","47.0","","0","","32","","74",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-06","1971","06","23.6","","11.4","","17.5","","31.7","","1.7","","75.9","","0.0","","75.9","","0","","16","","63",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-07","1971","07","22.6","","10.2","","16.4","","30.6","","4.4","S","115.1","","0.0","","115.1","","0","","14","","92",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-08","1971","08","25.6","","11.9","","18.8","","33.9","","3.3","","17.0","","0.0","","17.0","","0","","18","","72",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-09","1971","09","19.9","","6.7","","13.3","","30.6","","-2.2","","49.8","","0.0","","49.8","","0","","29","","58",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-10","1971","10","11.4","","1.2","","6.3","","19.4","","-10.0","","41.9","","30.5","","72.1","","18","","18","","97",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-11","1971","11","-2.2","","-9.1","","-5.7","","4.4","","-23.9","S","5.3","","18.8","","22.4","","5","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1971-12","1971","12","-10.3","","-20.1","","-15.2","","0.6","","-30.0","","0.3","","7.1","","5.8","","8","","18","","63",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-01","1972","01","-16.6","","-27.4","","-22.0","","1.1","","-38.9","","0.0","","18.8","","16.0","","23","","18","","76","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-02","1972","02","-13.8","","-24.8","","-19.3","","1.7","","-36.1","","0.0","","13.2","","10.4","","28","","18","","63",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-03","1972","03","-3.4","","-12.7","","-8.1","","5.0","","-31.7","","4.6","","16.0","","20.1","","3","","18","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-04","1972","04","8.2","","-1.9","","3.2","","22.8","","-16.7","","10.9","","2.3","","13.0","","0","","32","","60","S"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-05","1972","05","22.3","","6.8","","14.6","","33.3","S","-3.9","","25.9","","3.0","","29.0","","0","","20","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-06","1972","06","25.2","","9.5","","17.4","","33.3","","-1.1","","50.3","","0.0","","50.3","","0","","32","","64",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-07","1972","07","24.1","","10.1","","17.1","","32.2","","1.1","","60.2","","0.0","","60.2","","0","","29","","58",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-08","1972","08","25.8","","11.2","","18.5","","36.1","","3.3","","103.1","","0.0","","103.1","","0","","32","","69",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-09","1972","09","16.5","","4.1","","10.3","","26.1","","-2.8","","60.2","","0.8","","61.2","","0","","27","","76",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-10","1972","10","8.4","","-3.5","","2.5","","20.6","S","-13.3","S","11.2","","15.2","","24.6","","13","","34","","85",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-11","1972","11","-3.1","","-10.4","","-6.8","","2.2","","-21.7","","1.0","","17.0","","10.4","","13","","32","","51",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1972-12","1972","12","-14.9","","-23.4","","-19.2","","-3.9","","-32.8","","0.3","","27.7","","25.4","","18","","16","","71",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-01","1973","01","-8.9","","-19.1","","-14.0","","5.6","","-38.9","","1.8","","2.8","","2.5","","13","","16","","61",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-02","1973","02","-8.4","","-19.4","","-13.9","","2.2","","-33.3","","0.8","","6.6","","6.4","","15","","18","","68",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-03","1973","03","4.7","","-3.7","","0.5","","15.6","","-12.2","","3.0","","10.2","","13.7","","0","","18","","77",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-04","1973","04","9.2","","-4.8","","2.2","","21.1","","-12.2","","20.1","","1.5","","21.1","","0","","32","","74",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-05","1973","05","18.3","","2.8","","10.6","","27.2","","-7.8","","103.1","","0.0","T","103.1","","0","","36","","74",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-06","1973","06","21.9","","10.5","","16.2","","30.0","S","0.0","","88.1","","0.0","","88.1","","0","","36","","97",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-07","1973","07","24.4","","12.2","","18.3","","29.4","","6.1","","122.9","","0.0","","122.9","","0","","29","","109",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-08","1973","08","26.7","","13.1","","19.9","","32.8","","5.0","","65.5","","0.0","","65.5","","0","","32","","122",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1973-09","1973","09","18.1","","5.9","","12.0","","25.6","","-3.9","","82.0","","0.0","","82.0","","0","","32","","74",""
